bulletin_date,municipality,probable_cases,probable_cases_percent
2021-03-06,Quebradillas,89,1.2
2021-03-06,Rincón,26,0.3
2021-03-06,Río Grande,224,2.9
2021-03-06,Sabana Grande,30,0.4
2021-03-06,Salinas,45,0.6
2021-03-06,San Germán,56,0.7
2021-03-06,San Juan,616,8
2021-03-06,San Lorenzo,96,1.2
2021-03-06,San Sebastián,143,1.9
2021-03-06,Santa Isabel,28,0.4
2021-03-06,Toa Alta,219,2.8
2021-03-06,Toa Baja,189,2.5
2021-03-06,Trujillo Alto,157,2
2021-03-06,Utuado,27,0.4
2021-03-06,Vega Alta,48,0.6
2021-03-06,Vega Baja,83,1.1
2021-03-06,Vieques,74,1
2021-03-06,Villalba,52,0.7
2021-03-06,Yabucoa,67,0.9
2021-03-06,Yauco,28,0.4
2021-03-06,Otro lugar fuera de PR,12,
2021-03-06,No disponible,291,
2021-03-06,Total,8012,
2021-03-07,Adjuntas,24,0.3
2021-03-07,Aguada,125,1.6
2021-03-07,Aguadilla,152,2.0
2021-03-07,Aguas Buenas,47,0.6
2021-03-07,Aibonito,42,0.5
2021-03-07,Añasco,82,1.1
2021-03-07,Arecibo,128,1.7
2021-03-07,Arroyo,20,0.3
2021-03-07,Barceloneta,37,0.5
2021-03-07,Barranquitas,80,1.0
2021-03-07,Bayamón,582,7.5
2021-03-07,Cabo Rojo,87,1.1
2021-03-07,Caguas,326,4.2
2021-03-07,Camuy,51,0.7
2021-03-07,Canóvanas,81,1.0
2021-03-07,Carolina,318,4.1
2021-03-07,Cataño,34,0.4
2021-03-07,Cayey,158,2.0
2021-03-07,Ceiba,90,1.2
2021-03-07,Ciales,32,0.4
2021-03-07,Cidra,117,1.5
2021-03-07,Coamo,96,1.2
2021-03-07,Comerío,63,0.8
2021-03-07,Corozal,72,0.9
2021-03-07,Culebra,1,0.0
2021-03-07,Dorado,86,1.1
2021-03-07,Fajardo,221,2.9
2021-03-07,Florida,39,0.5
2021-03-07,Guánica,18,0.2
2021-03-07,Guayama,48,0.6
2021-03-07,Guayanilla,21,0.3
2021-03-07,Guaynabo,170,2.2
2021-03-07,Gurabo,100,1.3
2021-03-07,Hatillo,43,0.6
2021-03-07,Hormigueros,29,0.4
2021-03-07,Humacao,97,1.3
2021-03-07,Isabela,138,1.8
2021-03-07,Jayuya,22,0.3
2021-03-07,Juana Díaz,68,0.9
2021-03-07,Juncos,120,1.6
2021-03-07,Lajas,58,0.8
2021-03-07,Lares,36,0.5
2021-03-07,Las Marías,14,0.2
2021-03-07,Las Piedras,127,1.6
2021-03-07,Loíza,70,0.9
2021-03-07,Luquillo,85,1.1
2021-03-07,Manatí,40,0.5
2021-03-07,Maricao,1,0.0
2021-03-07,Maunabo,13,0.2
2021-03-07,Mayagüez,165,2.1
2021-03-07,Moca,137,1.8
2021-03-07,Morovis,74,1.0
2021-03-07,Naguabo,73,0.9
2021-03-07,Naranjito,121,1.6
2021-03-07,Orocovis,21,0.3
2021-03-07,Patillas,25,0.3
2021-03-07,Peñuelas,68,0.9
2021-03-07,Ponce,236,3.1
2021-03-07,Quebradillas,89,1.2
2021-03-07,Rincón,26,0.3
2021-03-07,Río Grande,225,2.9
2021-03-07,Sabana Grande,30,0.4
2021-03-07,Salinas,45,0.6
2021-03-07,San Germán,56,0.7
2021-03-07,San Juan,618,8.0
2021-03-07,San Lorenzo,96,1.2
2021-03-07,San Sebastián,143,1.8
2021-03-07,Santa Isabel,28,0.4
2021-03-07,Toa Alta,219,2.8
2021-03-07,Toa Baja,187,2.4
2021-03-07,Trujillo Alto,158,2.0
2021-03-07,Utuado,27,0.3
2021-03-07,Vega Alta,48,0.6
2021-03-07,Vega Baja,85,1.1
2021-03-07,Vieques,74,1.0
2021-03-07,Villalba,53,0.7
2021-03-07,Yabucoa,67,0.9
2021-03-07,Yauco,28,0.4
2021-03-07,Otro lugar fuera de PR,12,
2021-03-07,No disponible,291,
2021-03-07,Total,8034,
2021-03-08,Adjuntas,24,0.3
2021-03-08,Aguada,125,1.6
2021-03-08,Aguadilla,152,2
2021-03-08,Aguas Buenas,47,0.6
2021-03-08,Aibonito,43,0.6
2021-03-08,Añasco,82,1.1
2021-03-08,Arecibo,127,1.6
2021-03-08,Arroyo,20,0.3
2021-03-08,Barceloneta,37,0.5
2021-03-08,Barranquitas,84,1.1
2021-03-08,Bayamón,585,7.6
2021-03-08,Cabo Rojo,87,1.1
2021-03-08,Caguas,324,4.2
2021-03-08,Camuy,50,0.6
2021-03-08,Canóvanas,81,1
2021-03-08,Carolina,316,4.1
2021-03-08,Cataño,34,0.4
2021-03-08,Cayey,157,2
2021-03-08,Ceiba,90,1.2
2021-03-08,Ciales,32,0.4
2021-03-08,Cidra,117,1.5
2021-03-08,Coamo,96,1.2
2021-03-08,Comerío,63,0.8
2021-03-08,Corozal,73,0.9
2021-03-08,Culebra,1,0
2021-03-08,Dorado,86,1.1
2021-03-08,Fajardo,221,2.9
2021-03-08,Florida,39,0.5
2021-03-08,Guánica,18,0.2
2021-03-08,Guayama,48,0.6
2021-03-08,Guayanilla,21,0.3
2021-03-08,Guaynabo,169,2.2
2021-03-08,Gurabo,99,1.3
2021-03-08,Hatillo,43,0.6
2021-03-08,Hormigueros,29,0.4
2021-03-08,Humacao,97,1.3
2021-03-08,Isabela,138,1.8
2021-03-08,Jayuya,21,0.3
2021-03-08,Juana Díaz,68,0.9
2021-03-08,Juncos,122,1.6
2021-03-08,Lajas,59,0.8
2021-03-08,Lares,36,0.5
2021-03-08,Las Marías,13,0.2
2021-03-08,Las Piedras,125,1.6
2021-03-08,Loíza,70,0.9
2021-03-08,Luquillo,85,1.1
2021-03-08,Manatí,40,0.5
2021-03-08,Maricao,1,0
2021-03-08,Maunabo,13,0.2
2021-03-08,Mayagüez,166,2.1
2021-03-08,Moca,137,1.8
2021-03-08,Morovis,74,1
2021-03-08,Naguabo,74,1
2021-03-08,Naranjito,120,1.6
2021-03-08,Orocovis,21,0.3
2021-03-08,Patillas,25,0.3
2021-03-08,Peñuelas,67,0.9
2021-03-08,Ponce,235,3
2021-03-08,Quebradillas,89,1.1
2021-03-08,Rincón,26,0.3
2021-03-08,Río Grande,224,2.9
2021-03-08,Sabana Grande,30,0.4
2021-03-08,Salinas,45,0.6
2021-03-08,San Germán,56,0.7
2021-03-08,San Juan,622,8
2021-03-08,San Lorenzo,96,1.2
2021-03-08,San Sebastián,143,1.8
2021-03-08,Santa Isabel,28,0.4
2021-03-08,Toa Alta,223,2.9
2021-03-08,Toa Baja,191,2.5
2021-03-08,Trujillo Alto,158,2
2021-03-08,Utuado,27,0.3
2021-03-08,Vega Alta,48,0.6
2021-03-08,Vega Baja,85,1.1
2021-03-08,Vieques,74,1
2021-03-08,Villalba,53,0.7
2021-03-08,Yabucoa,67,0.9
2021-03-08,Yauco,28,0.4
2021-03-08,Otro lugar fuera de PR,13,
2021-03-08,No disponible,291,
2021-03-08,Total,8044,
2021-03-09,Adjuntas,24,0.3
2021-03-09,Aguada,125,1.6
2021-03-09,Aguadilla,153,2.0
2021-03-09,Aguas Buenas,47,0.6
2021-03-09,Aibonito,42,0.5
2021-03-09,Añasco,82,1.1
2021-03-09,Arecibo,127,1.6
2021-03-09,Arroyo,20,0.3
2021-03-09,Barceloneta,37,0.5
2021-03-09,Barranquitas,85,1.1
2021-03-09,Bayamón,584,7.5
2021-03-09,Cabo Rojo,87,1.1
2021-03-09,Caguas,327,4.2
2021-03-09,Camuy,50,0.6
2021-03-09,Canóvanas,82,1.1
2021-03-09,Carolina,316,4.1
2021-03-09,Cataño,34,0.4
2021-03-09,Cayey,158,2.0
2021-03-09,Ceiba,90,1.2
2021-03-09,Ciales,33,0.4
2021-03-09,Cidra,117,1.5
2021-03-09,Coamo,96,1.2
2021-03-09,Comerío,63,0.8
2021-03-09,Corozal,73,0.9
2021-03-09,Culebra,1,0.0
2021-03-09,Dorado,86,1.1
2021-03-09,Fajardo,221,2.9
2021-03-09,Florida,39,0.5
2021-03-09,Guánica,18,0.2
2021-03-09,Guayama,48,0.6
2021-03-09,Guayanilla,21,0.3
2021-03-09,Guaynabo,169,2.2
2021-03-09,Gurabo,98,1.3
2021-03-09,Hatillo,43,0.6
2021-03-09,Hormigueros,29,0.4
2021-03-09,Humacao,98,1.3
2021-03-09,Isabela,138,1.8
2021-03-09,Jayuya,21,0.3
2021-03-09,Juana Díaz,68,0.9
2021-03-09,Juncos,122,1.6
2021-03-09,Lajas,59,0.8
2021-03-09,Lares,36,0.5
2021-03-09,Las Marías,13,0.2
2021-03-09,Las Piedras,125,1.6
2021-03-09,Loíza,70,0.9
2021-03-09,Luquillo,85,1.1
2021-03-09,Manatí,40,0.5
2021-03-09,Maricao,1,0.0
2021-03-09,Maunabo,13,0.2
2021-03-09,Mayagüez,166,2.1
2021-03-09,Moca,138,1.8
2021-03-09,Morovis,74,1.0
2021-03-09,Naguabo,74,1.0
2021-03-09,Naranjito,120,1.5
2021-03-09,Orocovis,21,0.3
2021-03-09,Patillas,25,0.3
2021-03-09,Peñuelas,67,0.9
2021-03-09,Ponce,235,3.0
2021-03-09,Quebradillas,89,1.1
2021-03-09,Rincón,26,0.3
2021-03-09,Río Grande,224,2.9
2021-03-09,Sabana Grande,30,0.4
2021-03-09,Salinas,45,0.6
2021-03-09,San Germán,56,0.7
2021-03-09,San Juan,623,8.0
2021-03-09,San Lorenzo,96,1.2
2021-03-09,San Sebastián,143,1.8
2021-03-09,Santa Isabel,28,0.4
2021-03-09,Toa Alta,223,2.9
2021-03-09,Toa Baja,191,2.5
2021-03-09,Trujillo Alto,159,2.1
2021-03-09,Utuado,27,0.3
2021-03-09,Vega Alta,48,0.6
2021-03-09,Vega Baja,85,1.1
2021-03-09,Vieques,74,1.0
2021-03-09,Villalba,53,0.7
2021-03-09,Yabucoa,67,0.9
2021-03-09,Yauco,28,0.4
2021-03-09,Otro lugar fuera de PR,13,
2021-03-09,No disponible,292,
2021-03-09,Total,8054,
2021-03-10,Adjuntas,24,0.3
2021-03-10,Aguada,125,1.6
2021-03-10,Aguadilla,152,2.0
2021-03-10,Aguas Buenas,47,0.6
2021-03-10,Aibonito,42,0.5
2021-03-10,Añasco,82,1.1
2021-03-10,Arecibo,127,1.6
2021-03-10,Arroyo,20,0.3
2021-03-10,Barceloneta,38,0.5
2021-03-10,Barranquitas,86,1.1
2021-03-10,Bayamón,585,7.5
2021-03-10,Cabo Rojo,87,1.1
2021-03-10,Caguas,327,4.2
2021-03-10,Camuy,50,0.6
2021-03-10,Canóvanas,82,1.1
2021-03-10,Carolina,316,4.1
2021-03-10,Cataño,34,0.4
2021-03-10,Cayey,159,2.0
2021-03-10,Ceiba,90,1.2
2021-03-10,Ciales,34,0.4
2021-03-10,Cidra,117,1.5
2021-03-10,Coamo,96,1.2
2021-03-10,Comerío,63,0.8
2021-03-10,Corozal,74,1.0
2021-03-10,Culebra,1,0.0
2021-03-10,Dorado,86,1.1
2021-03-10,Fajardo,222,2.9
2021-03-10,Florida,39,0.5
2021-03-10,Guánica,18,0.2
2021-03-10,Guayama,48,0.6
2021-03-10,Guayanilla,21,0.3
2021-03-10,Guaynabo,169,2.2
2021-03-10,Gurabo,99,1.3
2021-03-10,Hatillo,44,0.6
2021-03-10,Hormigueros,29,0.4
2021-03-10,Humacao,98,1.3
2021-03-10,Isabela,140,1.8
2021-03-10,Jayuya,21,0.3
2021-03-10,Juana Díaz,69,0.9
2021-03-10,Juncos,122,1.6
2021-03-10,Lajas,59,0.8
2021-03-10,Lares,36,0.5
2021-03-10,Las Marías,13,0.2
2021-03-10,Las Piedras,125,1.6
2021-03-10,Loíza,70,0.9
2021-03-10,Luquillo,86,1.1
2021-03-10,Manatí,40,0.5
2021-03-10,Maricao,1,0.0
2021-03-10,Maunabo,13,0.2
2021-03-10,Mayagüez,166,2.1
2021-03-10,Moca,138,1.8
2021-03-10,Morovis,74,1.0
2021-03-10,Naguabo,72,0.9
2021-03-10,Naranjito,121,1.6
2021-03-10,Orocovis,23,0.3
2021-03-10,Patillas,25,0.3
2021-03-10,Peñuelas,69,0.9
2021-03-10,Ponce,235,3.0
2021-03-10,Quebradillas,89,1.1
2021-03-10,Rincón,26,0.3
2021-03-10,Río Grande,224,2.9
2021-03-10,Sabana Grande,30,0.4
2021-03-10,Salinas,45,0.6
2021-03-10,San Germán,56,0.7
2021-03-10,San Juan,623,8.0
2021-03-10,San Lorenzo,96,1.2
2021-03-10,San Sebastián,143,1.8
2021-03-10,Santa Isabel,27,0.3
2021-03-10,Toa Alta,224,2.9
2021-03-10,Toa Baja,191,2.5
2021-03-10,Trujillo Alto,159,2.0
2021-03-10,Utuado,27,0.3
2021-03-10,Vega Alta,48,0.6
2021-03-10,Vega Baja,85,1.1
2021-03-10,Vieques,74,1.0
2021-03-10,Villalba,52,0.7
2021-03-10,Yabucoa,67,0.9
2021-03-10,Yauco,28,0.4
2021-03-10,Otro lugar fuera de PR,13,
2021-03-10,No disponible,292,
2021-03-10,Total,8068,
2021-03-11,Adjuntas,24,0.3
2021-03-11,Aguada,125,1.6
2021-03-11,Aguadilla,154,2.0
2021-03-11,Aguas Buenas,47,0.6
2021-03-11,Aibonito,42,0.5
2021-03-11,Añasco,82,1.1
2021-03-11,Arecibo,127,1.6
2021-03-11,Arroyo,20,0.3
2021-03-11,Barceloneta,38,0.5
2021-03-11,Barranquitas,85,1.1
2021-03-11,Bayamón,587,7.6
2021-03-11,Cabo Rojo,87,1.1
2021-03-11,Caguas,329,4.2
2021-03-11,Camuy,50,0.6
2021-03-11,Canóvanas,80,1.0
2021-03-11,Carolina,313,4.0
2021-03-11,Cataño,33,0.4
2021-03-11,Cayey,160,2.1
2021-03-11,Ceiba,91,1.2
2021-03-11,Ciales,34,0.4
2021-03-11,Cidra,116,1.5
2021-03-11,Coamo,96,1.2
2021-03-11,Comerío,63,0.8
2021-03-11,Corozal,78,1.0
2021-03-11,Culebra,1,0.0
2021-03-11,Dorado,89,1.1
2021-03-11,Fajardo,222,2.9
2021-03-11,Florida,38,0.5
2021-03-11,Guánica,18,0.2
2021-03-11,Guayama,48,0.6
2021-03-11,Guayanilla,21,0.3
2021-03-11,Guaynabo,168,2.2
2021-03-11,Gurabo,98,1.3
2021-03-11,Hatillo,46,0.6
2021-03-11,Hormigueros,31,0.4
2021-03-11,Humacao,97,1.2
2021-03-11,Isabela,142,1.8
2021-03-11,Jayuya,21,0.3
2021-03-11,Juana Díaz,67,0.9
2021-03-11,Juncos,122,1.6
2021-03-11,Lajas,57,0.7
2021-03-11,Lares,36,0.5
2021-03-11,Las Marías,13,0.2
2021-03-11,Las Piedras,129,1.7
2021-03-11,Loíza,69,0.9
2021-03-11,Luquillo,86,1.1
2021-03-11,Manatí,41,0.5
2021-03-11,Maricao,1,0.0
2021-03-11,Maunabo,13,0.2
2021-03-11,Mayagüez,165,2.1
2021-03-11,Moca,138,1.8
2021-03-11,Morovis,74,1.0
2021-03-11,Naguabo,72,0.9
2021-03-11,Naranjito,121,1.6
2021-03-11,Orocovis,23,0.3
2021-03-11,Patillas,25,0.3
2021-03-11,Peñuelas,69,0.9
2021-03-11,Ponce,228,2.9
2021-03-11,Quebradillas,89,1.1
2021-03-11,Rincón,26,0.3
2021-03-11,Río Grande,221,2.8
2021-03-11,Sabana Grande,30,0.4
2021-03-11,Salinas,45,0.6
2021-03-11,San Germán,56,0.7
2021-03-11,San Juan,625,8.0
2021-03-11,San Lorenzo,96,1.2
2021-03-11,San Sebastián,144,1.9
2021-03-11,Santa Isabel,27,0.3
2021-03-11,Toa Alta,222,2.9
2021-03-11,Toa Baja,191,2.5
2021-03-11,Trujillo Alto,161,2.1
2021-03-11,Utuado,28,0.4
2021-03-11,Vega Alta,48,0.6
2021-03-11,Vega Baja,85,1.1
2021-03-11,Vieques,74,1.0
2021-03-11,Villalba,51,0.7
2021-03-11,Yabucoa,68,0.9
2021-03-11,Yauco,29,0.4
2021-03-11,Otro lugar fuera de PR,13,
2021-03-11,No disponible,292,
2021-03-11,Total,8071,
2021-03-12,Adjuntas,24,0.3
2021-03-12,Aguada,126,1.6
2021-03-12,Aguadilla,155,2.0
2021-03-12,Aguas Buenas,49,0.6
2021-03-12,Aibonito,43,0.6
2021-03-12,Añasco,83,1.1
2021-03-12,Arecibo,130,1.7
2021-03-12,Arroyo,20,0.3
2021-03-12,Barceloneta,38,0.5
2021-03-12,Barranquitas,88,1.1
2021-03-12,Bayamón,590,7.6
2021-03-12,Cabo Rojo,89,1.1
2021-03-12,Caguas,326,4.2
2021-03-12,Camuy,51,0.7
2021-03-12,Canóvanas,79,1.0
2021-03-12,Carolina,314,4.0
2021-03-12,Cataño,33,0.4
2021-03-12,Cayey,161,2.1
2021-03-12,Ceiba,91,1.2
2021-03-12,Ciales,34,0.4
2021-03-12,Cidra,116,1.5
2021-03-12,Coamo,96,1.2
2021-03-12,Comerío,65,0.8
2021-03-12,Corozal,78,1.0
2021-03-12,Culebra,1,0.0
2021-03-12,Dorado,89,1.1
2021-03-12,Fajardo,222,2.8
2021-03-12,Florida,38,0.5
2021-03-12,Guánica,18,0.2
2021-03-12,Guayama,48,0.6
2021-03-12,Guayanilla,21,0.3
2021-03-12,Guaynabo,169,2.2
2021-03-12,Gurabo,98,1.3
2021-03-12,Hatillo,46,0.6
2021-03-12,Hormigueros,31,0.4
2021-03-12,Humacao,96,1.2
2021-03-12,Isabela,142,1.8
2021-03-12,Jayuya,21,0.3
2021-03-12,Juana Díaz,67,0.9
2021-03-12,Juncos,121,1.6
2021-03-12,Lajas,57,0.7
2021-03-12,Lares,36,0.5
2021-03-12,Las Marías,13,0.2
2021-03-12,Las Piedras,131,1.7
2021-03-12,Loíza,70,0.9
2021-03-12,Luquillo,84,1.1
2021-03-12,Manatí,41,0.5
2021-03-12,Maricao,1,0.0
2021-03-12,Maunabo,13,0.2
2021-03-12,Mayagüez,165,2.1
2021-03-12,Moca,138,1.8
2021-03-12,Morovis,75,1.0
2021-03-12,Naguabo,72,0.9
2021-03-12,Naranjito,121,1.6
2021-03-12,Orocovis,26,0.3
2021-03-12,Patillas,25,0.3
2021-03-12,Peñuelas,72,0.9
2021-03-12,Ponce,230,2.9
2021-03-12,Quebradillas,89,1.1
2021-03-12,Rincón,27,0.3
2021-03-12,Río Grande,221,2.8
2021-03-12,Sabana Grande,30,0.4
2021-03-12,Salinas,45,0.6
2021-03-12,San Germán,56,0.7
2021-03-12,San Juan,627,8.0
2021-03-12,San Lorenzo,96,1.2
2021-03-12,San Sebastián,144,1.8
2021-03-12,Santa Isabel,27,0.3
2021-03-12,Toa Alta,224,2.9
2021-03-12,Toa Baja,194,2.5
2021-03-12,Trujillo Alto,162,2.1
2021-03-12,Utuado,28,0.4
2021-03-12,Vega Alta,49,0.6
2021-03-12,Vega Baja,85,1.1
2021-03-12,Vieques,74,0.9
2021-03-12,Villalba,51,0.7
2021-03-12,Yabucoa,68,0.9
2021-03-12,Yauco,29,0.4
2021-03-12,Otro lugar fuera de PR,13,
2021-03-12,No disponible,295,
2021-03-12,Total,8111,
2021-03-13,Adjuntas,24,0.3
2021-03-13,Aguada,126,1.6
2021-03-13,Aguadilla,153,1.9
2021-03-13,Aguas Buenas,50,0.6
2021-03-13,Aibonito,44,0.6
2021-03-13,Añasco,83,1.1
2021-03-13,Arecibo,130,1.7
2021-03-13,Arroyo,20,0.3
2021-03-13,Barceloneta,39,0.5
2021-03-13,Barranquitas,96,1.2
2021-03-13,Bayamón,594,7.6
2021-03-13,Cabo Rojo,89,1.1
2021-03-13,Caguas,326,4.2
2021-03-13,Camuy,51,0.6
2021-03-13,Canóvanas,81,1.0
2021-03-13,Carolina,318,4.1
2021-03-13,Cataño,33,0.4
2021-03-13,Cayey,159,2.0
2021-03-13,Ceiba,91,1.2
2021-03-13,Ciales,34,0.4
2021-03-13,Cidra,118,1.5
2021-03-13,Coamo,95,1.2
2021-03-13,Comerío,65,0.8
2021-03-13,Corozal,80,1.0
2021-03-13,Culebra,1,0.0
2021-03-13,Dorado,90,1.1
2021-03-13,Fajardo,222,2.8
2021-03-13,Florida,38,0.5
2021-03-13,Guánica,18,0.2
2021-03-13,Guayama,48,0.6
2021-03-13,Guayanilla,21,0.3
2021-03-13,Guaynabo,168,2.1
2021-03-13,Gurabo,97,1.2
2021-03-13,Hatillo,46,0.6
2021-03-13,Hormigueros,31,0.4
2021-03-13,Humacao,99,1.3
2021-03-13,Isabela,140,1.8
2021-03-13,Jayuya,21,0.3
2021-03-13,Juana Díaz,67,0.9
2021-03-13,Juncos,123,1.6
2021-03-13,Lajas,58,0.7
2021-03-13,Lares,36,0.5
2021-03-13,Las Marías,13,0.2
2021-03-13,Las Piedras,131,1.7
2021-03-13,Loíza,70,0.9
2021-03-13,Luquillo,84,1.1
2021-03-13,Manatí,41,0.5
2021-03-13,Maricao,1,0.0
2021-03-13,Maunabo,14,0.2
2021-03-13,Mayagüez,166,2.1
2021-03-13,Moca,138,1.8
2021-03-13,Morovis,77,1.0
2021-03-13,Naguabo,72,0.9
2021-03-13,Naranjito,124,1.6
2021-03-13,Orocovis,26,0.3
2021-03-13,Patillas,26,0.3
2021-03-13,Peñuelas,72,0.9
2021-03-13,Ponce,225,2.9
2021-03-13,Quebradillas,90,1.1
2021-03-13,Rincón,27,0.3
2021-03-13,Río Grande,225,2.9
2021-03-13,Sabana Grande,31,0.4
2021-03-13,Salinas,46,0.6
2021-03-13,San Germán,56,0.7
2021-03-13,San Juan,631,8.0
2021-03-13,San Lorenzo,99,1.3
2021-03-13,San Sebastián,144,1.8
2021-03-13,Santa Isabel,27,0.3
2021-03-13,Toa Alta,229,2.9
2021-03-13,Toa Baja,196,2.5
2021-03-13,Trujillo Alto,163,2.1
2021-03-13,Utuado,29,0.4
2021-03-13,Vega Alta,49,0.6
2021-03-13,Vega Baja,85,1.1
2021-03-13,Vieques,74,0.9
2021-03-13,Villalba,50,0.6
2021-03-13,Yabucoa,68,0.9
2021-03-13,Yauco,28,0.4
2021-03-13,Otro lugar fuera de PR,14,
2021-03-13,No disponible,296,
2021-03-13,Total,8160,
2021-03-14,Adjuntas,24,0.3
2021-03-14,Aguada,124,1.6
2021-03-14,Aguadilla,157,2.0
2021-03-14,Aguas Buenas,50,0.6
2021-03-14,Aibonito,43,0.5
2021-03-14,Añasco,84,1.1
2021-03-14,Arecibo,131,1.7
2021-03-14,Arroyo,20,0.3
2021-03-14,Barceloneta,38,0.5
2021-03-14,Barranquitas,97,1.2
2021-03-14,Bayamón,602,7.6
2021-03-14,Cabo Rojo,88,1.1
2021-03-14,Caguas,325,4.1
2021-03-14,Camuy,52,0.7
2021-03-14,Canóvanas,81,1.0
2021-03-14,Carolina,323,4.1
2021-03-14,Cataño,33,0.4
2021-03-14,Cayey,160,2.0
2021-03-14,Ceiba,91,1.2
2021-03-14,Ciales,33,0.4
2021-03-14,Cidra,119,1.5
2021-03-14,Coamo,95,1.2
2021-03-14,Comerío,62,0.8
2021-03-14,Corozal,81,1.0
2021-03-14,Culebra,1,0.0
2021-03-14,Dorado,91,1.2
2021-03-14,Fajardo,222,2.8
2021-03-14,Florida,38,0.5
2021-03-14,Guánica,18,0.2
2021-03-14,Guayama,48,0.6
2021-03-14,Guayanilla,21,0.3
2021-03-14,Guaynabo,169,2.1
2021-03-14,Gurabo,97,1.2
2021-03-14,Hatillo,46,0.6
2021-03-14,Hormigueros,31,0.4
2021-03-14,Humacao,99,1.3
2021-03-14,Isabela,143,1.8
2021-03-14,Jayuya,21,0.3
2021-03-14,Juana Díaz,69,0.9
2021-03-14,Juncos,124,1.6
2021-03-14,Lajas,58,0.7
2021-03-14,Lares,35,0.4
2021-03-14,Las Marías,13,0.2
2021-03-14,Las Piedras,132,1.7
2021-03-14,Loíza,70,0.9
2021-03-14,Luquillo,84,1.1
2021-03-14,Manatí,42,0.5
2021-03-14,Maricao,1,0.0
2021-03-14,Maunabo,14,0.2
2021-03-14,Mayagüez,166,2.1
2021-03-14,Moca,138,1.7
2021-03-14,Morovis,78,1.0
2021-03-14,Naguabo,74,0.9
2021-03-14,Naranjito,124,1.6
2021-03-14,Orocovis,26,0.3
2021-03-14,Patillas,26,0.3
2021-03-14,Peñuelas,73,0.9
2021-03-14,Ponce,226,2.9
2021-03-14,Quebradillas,91,1.2
2021-03-14,Rincón,27,0.3
2021-03-14,Río Grande,224,2.8
2021-03-14,Sabana Grande,31,0.4
2021-03-14,Salinas,48,0.6
2021-03-14,San Germán,56,0.7
2021-03-14,San Juan,639,8.1
2021-03-14,San Lorenzo,100,1.3
2021-03-14,San Sebastián,144,1.8
2021-03-14,Santa Isabel,31,0.4
2021-03-14,Toa Alta,228,2.9
2021-03-14,Toa Baja,195,2.5
2021-03-14,Trujillo Alto,163,2.1
2021-03-14,Utuado,30,0.4
2021-03-14,Vega Alta,49,0.6
2021-03-14,Vega Baja,85,1.1
2021-03-14,Vieques,74,0.9
2021-03-14,Villalba,50,0.6
2021-03-14,Yabucoa,68,0.9
2021-03-14,Yauco,28,0.4
2021-03-14,Otro lugar fuera de PR,14,
2021-03-14,No disponible,299,
2021-03-14,Total,8205,
2021-03-15,Adjuntas,24,0.3
2021-03-15,Aguada,124,1.6
2021-03-15,Aguadilla,158,2
2021-03-15,Aguas Buenas,50,0.6
2021-03-15,Aibonito,45,0.6
2021-03-15,Añasco,84,1.1
2021-03-15,Arecibo,130,1.6
2021-03-15,Arroyo,20,0.3
2021-03-15,Barceloneta,39,0.5
2021-03-15,Barranquitas,98,1.2
2021-03-15,Bayamón,604,7.6
2021-03-15,Cabo Rojo,88,1.1
2021-03-15,Caguas,326,4.1
2021-03-15,Camuy,52,0.7
2021-03-15,Canóvanas,85,1.1
2021-03-15,Carolina,324,4.1
2021-03-15,Cataño,34,0.4
2021-03-15,Cayey,159,2
2021-03-15,Ceiba,91,1.1
2021-03-15,Ciales,34,0.4
2021-03-15,Cidra,119,1.5
2021-03-15,Coamo,95,1.2
2021-03-15,Comerío,62,0.8
2021-03-15,Corozal,80,1
2021-03-15,Culebra,1,0
2021-03-15,Dorado,90,1.1
2021-03-15,Fajardo,222,2.8
2021-03-15,Florida,38,0.5
2021-03-15,Guánica,18,0.2
2021-03-15,Guayama,48,0.6
2021-03-15,Guayanilla,21,0.3
2021-03-15,Guaynabo,171,2.2
2021-03-15,Gurabo,97,1.2
2021-03-15,Hatillo,45,0.6
2021-03-15,Hormigueros,31,0.4
2021-03-15,Humacao,97,1.2
2021-03-15,Isabela,143,1.8
2021-03-15,Jayuya,21,0.3
2021-03-15,Juana Díaz,73,0.9
2021-03-15,Juncos,126,1.6
2021-03-15,Lajas,58,0.7
2021-03-15,Lares,35,0.4
2021-03-15,Las Marías,13,0.2
2021-03-15,Las Piedras,130,1.6
2021-03-15,Loíza,75,0.9
2021-03-15,Luquillo,84,1.1
2021-03-15,Manatí,43,0.5
2021-03-15,Maricao,1,0
2021-03-15,Maunabo,14,0.2
2021-03-15,Mayagüez,165,2.1
2021-03-15,Moca,138,1.7
2021-03-15,Morovis,79,1
2021-03-15,Naguabo,77,1
2021-03-15,Naranjito,125,1.6
2021-03-15,Orocovis,27,0.3
2021-03-15,Patillas,26,0.3
2021-03-15,Peñuelas,73,0.9
2021-03-15,Ponce,224,2.8
2021-03-15,Quebradillas,91,1.1
2021-03-15,Rincón,27,0.3
2021-03-15,Río Grande,229,2.9
2021-03-15,Sabana Grande,30,0.4
2021-03-15,Salinas,49,0.6
2021-03-15,San Germán,56,0.7
2021-03-15,San Juan,639,8.1
2021-03-15,San Lorenzo,100,1.3
2021-03-15,San Sebastián,144,1.8
2021-03-15,Santa Isabel,32,0.4
2021-03-15,Toa Alta,231,2.9
2021-03-15,Toa Baja,196,2.5
